35000
44	1	17	22	200
44	28	10	8	800
44	24	1	11	400
44	5	9	11	200
44	3	8	0	400
44	13	12	3	600
45	19	20	16	400
45	1	18	24	800
45	24	1	3	600
45	16	4	16	400
45	7	22	1	400
46	6	13	22	200
46	11	3	4	600
46	17	23	7	400
46	7	22	20	600
46	2	3	16	400
46	16	2	14	800
46	2	0	2	200
46	12	22	16	400
47	5	19	15	800
47	36	18	9	600
47	2	13	16	800
48	16	24	6	200
48	48	20	11	200
48	8	3	8	200
48	19	18	20	600
48	4	24	14	200
48	17	4	21	200
48	2	1	3	400
48	1	23	15	600
48	3	9	16	800
49	6	16	24	400
49	2	11	9	800
49	9	22	6	600
49	54	10	25	400
49	7	0	17	600
49	15	17	0	600
49	1	13	7	600
50	3	13	10	600
50	4	0	21	400
50	3	22	15	200
50	5	25	1	800
50	2	17	11	800
50	10	18	20	400
50	1	0	23	200
50	6	11	17	400
51	4	7	12	800
51	11	18	23	400
52	23	16	10	200
52	19	25	21	800
52	22	3	6	600
52	15	17	0	600
52	36	21	4	800
52	1	21	10	600
53	9	2	4	200
54	7	7	18	800
54	12	25	20	400
54	11	4	14	800
54	4	8	15	800
54	23	6	13	200
54	24	3	25	800
54	3	17	22	400
54	7	12	15	600
54	17	19	15	200
55	27	2	6	200
55	3	9	7	600
55	29	21	23	800
55	1	6	15	200
55	11	16	19	800
55	6	21	20	400
56	15	2	4	400
56	5	18	4	200
56	9	2	10	600
56	9	18	24	200
56	2	0	18	400
56	7	19	4	800
56	25	3	10	200
56	4	25	14	400
57	25	24	5	200
57	8	21	10	800
57	2	23	6	600
57	11	9	5	800
57	12	12	5	600
57	35	13	25	600
57	13	20	2	600
57	6	0	14	200
58	6	1	8	400
58	3	24	5	800
59	43	24	20	200
59	7	16	5	800
59	36	7	12	600
59	8	19	14	200
59	1	4	8	400
59	19	19	16	200
59	12	10	24	800
59	5	2	24	200
59	4	11	10	600
59	3	8	15	800
59	7	25	6	400
60	25	0	25	600
60	14	17	3	400
60	8	2	22	800
61	3	4	22	800
61	6	0	24	600
61	6	7	1	400
61	1	8	22	400
62	1	3	15	800
62	4	23	14	200
62	23	19	8	200
63	39	2	6	600
63	44	17	25	600
63	12	10	17	600
63	25	8	18	400
63	18	24	12	600
63	10	7	10	400
63	5	10	12	800
63	2	1	24	600
63	3	14	17	600
64	1	14	15	400
64	3	7	22	200
64	9	8	23	200
64	14	13	7	400
65	19	3	7	200
65	5	24	7	400
65	4	9	1	800
65	6	13	10	800
65	8	0	23	600
65	26	2	13	600
65	11	3	14	200
66	2	23	17	600
66	7	16	24	600
66	25	24	1	200
66	8	21	10	800
66	8	21	11	600
66	7	11	7	800
66	1	25	4	600
66	1	22	23	400
66	22	22	14	800
66	33	25	23	400
66	20	13	8	600
66	20	2	3	200
66	25	4	19	600
67	31	7	21	600
67	14	14	18	200
67	7	23	1	200
67	2	7	22	600
67	8	15	8	400
67	1	15	16	800
67	3	9	19	600
67	1	18	24	600
67	1	13	0	400
67	47	22	8	200
67	39	3	8	800
67	10	1	13	200
68	7	11	10	800
68	13	17	4	400
68	14	4	17	400
68	4	16	5	400
68	1	12	3	200
68	5	1	5	800
68	6	14	6	400
68	13	5	8	400
68	5	17	19	200
68	5	1	21	600
68	5	0	5	400
69	29	0	1	600
69	11	13	18	800
69	5	18	13	800
69	25	25	8	400
69	9	24	10	800
69	2	3	9	600
70	10	16	0	400
70	11	16	3	800
70	14	1	12	600
70	13	14	0	800
70	2	14	6	600
71	15	0	16	400
71	15	12	17	600
71	9	3	4	800
71	6	23	14	600
71	12	12	25	600
71	12	9	25	200
71	17	0	5	600
71	7	6	16	600
71	18	14	24	600
71	19	10	3	600
71	8	15	2	800
72	2	9	19	400
72	1	25	24	200
72	1	17	25	400
72	9	14	18	200
72	19	12	18	400
73	4	13	12	200
73	2	4	24	400
73	22	3	2	200
73	5	3	18	200
73	5	16	21	800
73	26	13	6	400
74	15	25	10	600
74	16	15	4	600
74	6	9	4	600
74	7	15	21	400
74	27	24	4	600
74	8	20	25	800
74	6	5	15	400
74	8	21	12	200
74	3	1	9	200
74	1	25	18	600
74	3	15	10	400
75	4	25	19	400
75	14	23	22	600
75	19	7	9	800
75	41	14	10	800
75	19	0	8	600
75	13	24	17	200
75	16	1	0	400
75	13	8	2	800
75	3	12	8	600
75	5	6	22	600
75	18	25	6	800
76	12	14	20	800
76	8	10	25	600
76	9	12	20	200
76	4	14	2	600
76	4	17	16	600
76	10	12	18	800
76	10	20	11	200
76	2	19	20	200
77	1	14	10	800
77	11	10	19	800
77	8	13	6	800
77	6	15	18	200
77	10	5	2	800
77	23	25	22	800
77	9	12	21	800
77	15	15	23	600
77	1	16	7	600
77	2	22	11	200
78	25	24	23	800
78	17	16	8	200
78	7	6	2	400
78	2	24	25	400
78	24	8	25	800
78	31	8	4	800
78	6	20	5	400
78	1	23	10	400
78	15	22	9	200
78	8	25	24	400
78	21	13	18	200
78	1	11	2	400
79	14	0	25	600
79	1	9	23	400
79	9	23	18	800
79	2	12	11	800
79	18	8	0	400
79	8	15	2	200
79	4	0	20	800
79	4	7	14	400
80	19	16	17	200
80	27	17	15	600
80	3	23	21	800
80	1	21	6	800
81	2	16	9	200
81	4	10	14	600
81	12	18	3	600
81	1	22	0	200
81	3	8	1	400
81	1	10	7	600
82	8	16	10	200
82	7	1	10	600
83	15	7	16	600
83	5	18	3	800
83	11	13	2	200
83	3	12	1	200
83	3	25	21	200
83	29	17	25	600
83	17	13	11	200
83	16	5	16	600
84	17	9	18	800
84	8	22	18	600
84	4	22	17	200
84	6	1	10	600
84	11	23	0	800
84	5	22	21	400
84	5	17	18	400
84	3	1	23	200
84	1	2	1	200
84	1	5	23	400
85	20	2	17	800
85	15	6	25	200
85	18	18	22	400
85	2	24	16	600
85	2	9	21	800
85	8	20	17	400
85	9	2	17	600
85	4	19	23	400
85	1	15	19	200
86	2	5	2	200
86	5	21	23	600
86	9	20	18	200
86	10	20	15	400
86	8	7	9	200
87	1	8	20	800
87	4	13	24	400
87	7	21	11	800
87	1	1	16	400
87	3	8	23	200
87	15	14	24	200
87	2	24	11	200
87	11	20	22	400
88	13	3	14	400
88	11	17	15	400
88	38	1	14	200
88	3	1	10	400
88	5	14	9	400
88	13	9	10	400
89	55	9	17	800
89	1	12	10	800
89	17	7	25	200
89	24	14	6	200
89	20	14	18	800
89	7	1	24	200
89	16	20	15	200
89	18	2	1	400
89	5	23	14	400
89	11	20	23	600
89	11	5	1	600
89	5	23	20	600
90	16	18	21	600
90	19	23	11	600
90	3	11	21	600
90	8	9	6	200
91	2	23	8	400
91	2	19	17	400
91	13	6	19	200
91	1	13	4	400
91	13	13	11	800
91	3	17	8	800
91	9	18	8	200
91	15	3	2	200
91	15	19	13	200
92	2	17	5	400
92	38	18	20	200
93	7	15	0	400
93	4	15	1	400
93	1	13	0	800
93	6	25	9	600
93	28	0	1	200
93	2	9	7	200
93	2	11	24	600
94	2	5	21	400
94	4	2	0	200
95	4	17	13	600
96	7	25	17	600
96	15	11	1	800
96	10	12	0	200
96	11	20	4	200
96	47	6	19	400
97	27	0	3	400
97	14	5	13	600
97	7	24	9	600
97	1	24	1	600
97	11	7	23	600
97	5	7	14	600
97	2	10	7	600
97	33	17	18	400
97	18	18	15	400
97	8	20	11	200
97	5	10	7	800
98	24	11	7	600
99	6	17	4	600
99	31	17	0	600
99	32	10	20	800
99	5	13	15	200
100	4	4	17	600
100	30	24	23	200
101	2	13	4	800
101	8	3	21	800
101	2	25	8	600
101	23	8	15	800
101	3	17	15	800
101	25	8	11	800
102	41	9	24	200
102	30	4	20	600
102	7	21	15	400
103	17	25	3	600
103	12	12	9	600
103	12	8	22	200
103	5	0	20	800
103	21	17	8	800
103	17	23	5	200
103	12	0	14	600
103	4	1	4	200
103	3	4	8	600
103	1	2	16	200
103	8	23	25	400
104	4	23	14	600
104	17	5	16	400
104	6	17	0	400
104	9	4	2	200
104	8	20	15	200
104	13	24	13	800
104	5	15	12	400
104	6	0	24	600
104	13	5	9	600
104	11	15	2	400
105	7	20	16	800
105	9	8	20	200
105	2	23	25	400
105	2	13	11	800
105	5	3	4	800
105	4	7	23	200
105	5	11	13	400
105	16	4	11	200
105	17	19	18	800
105	8	2	20	800
105	46	23	10	200
105	5	4	13	600
106	2	13	20	200
106	2	17	13	600
107	13	24	6	800
107	1	4	3	600
107	9	1	7	400
108	31	13	1	800
108	15	17	22	400
108	7	18	23	600
108	1	7	16	400
108	3	5	21	800
108	2	19	13	200
108	39	22	16	800
108	2	11	24	600
108	5	14	24	200
108	6	20	2	400
108	9	13	1	200
109	22	17	18	800
109	6	14	25	200
109	2	20	6	600
109	4	23	16	600
110	22	8	16	800
110	2	9	2	600
110	18	21	23	200
110	1	25	4	200
111	5	11	7	400
111	6	16	1	600
111	23	13	17	600
111	13	13	11	600
111	4	5	14	800
111	1	22	4	800
112	14	9	22	200
112	1	14	13	600
112	3	12	14	600
112	2	25	22	800
112	2	13	2	600
113	1	24	3	200
113	28	19	7	600
113	6	10	24	600
113	13	6	12	400
113	28	14	7	200
113	2	21	17	600
113	1	23	14	400
114	8	19	7	400
114	15	13	1	600
114	21	19	12	200
114	19	12	6	400
114	9	24	14	400
115	62	18	11	200
115	4	8	5	800
115	4	14	5	600
115	21	3	0	400
116	7	12	6	800
117	7	24	1	200
117	8	0	2	600
117	3	18	5	200
118	9	1	24	200
118	28	21	25	200
118	5	19	4	200
118	11	23	18	600
118	11	13	14	800
119	28	25	4	600
119	19	19	16	800
119	4	8	10	800
119	11	0	5	600
119	4	16	9	800
119	3	8	17	200
119	2	8	19	200
119	5	17	15	200
119	5	14	21	600
119	2	10	1	600
120	22	4	22	400
120	6	14	22	400
120	4	22	8	600
120	17	20	17	200
120	23	4	15	800
120	17	21	14	800
120	8	8	0	600
120	11	10	18	800
120	4	17	18	200
120	10	15	3	800
121	3	15	21	200
121	1	16	11	400
121	7	2	1	400
121	38	7	6	400
121	13	19	22	600
121	40	23	3	400
121	10	1	7	200
121	17	7	14	800
121	2	12	9	400
121	6	16	18	800
121	18	2	23	200
121	2	4	7	400
122	1	1	7	600
122	5	1	16	400
122	1	15	2	400
122	4	8	14	200
122	14	4	14	600
122	7	21	5	200
122	1	24	25	800
122	27	5	20	400
122	17	11	14	400
122	29	9	4	400
122	25	14	11	200
122	35	2	18	600
122	5	16	4	800
123	42	5	10	800
123	18	20	6	600
123	19	15	24	600
123	9	0	3	400
123	15	25	18	800
123	12	25	18	400
123	2	24	3	600
123	3	4	17	800
123	4	23	7	600
124	15	8	7	800
124	6	12	4	400
125	2	4	3	800
126	15	9	6	400
126	10	12	0	800
126	22	14	19	400
127	26	17	1	200
127	10	20	9	400
127	6	2	6	800
127	7	5	8	400
128	3	5	11	800
128	15	3	11	200
128	20	7	2	400
128	4	11	17	400
128	2	16	8	400
128	35	21	23	800
128	2	21	20	600
128	8	6	12	600
129	16	21	3	800
129	23	20	12	400
129	34	12	10	200
129	8	10	5	800
129	20	16	21	800
129	2	10	3	800
129	15	6	19	400
129	1	13	10	600
129	33	4	25	800
129	24	9	20	200
129	10	21	16	600
129	17	12	20	200
130	7	24	22	400
130	1	23	4	200
130	26	5	24	600
130	1	13	0	200
130	8	19	18	200
130	6	25	0	200
131	1	15	1	600
131	1	6	11	400
131	15	0	17	200
131	1	19	17	800
131	3	2	16	400
131	4	17	22	800
131	1	2	20	600
131	1	15	23	600
131	2	14	6	800
132	12	4	13	600
132	7	25	19	200
132	1	20	3	800
132	6	0	5	800
132	10	24	6	400
132	12	12	25	400
132	31	3	20	400
132	19	9	20	600
132	1	23	24	800
133	13	22	2	200
133	9	14	8	600
134	42	13	23	600
134	1	14	23	800
134	11	0	5	800
134	19	11	21	200
134	16	23	0	800
134	11	23	21	200
134	14	13	16	800
134	9	4	0	400
134	18	0	7	400
134	10	2	0	200
135	3	16	12	200
135	2	0	2	400
135	3	17	16	400
135	30	24	23	400
135	9	1	7	800
135	2	10	4	600
135	4	1	14	800
136	3	10	2	800
136	25	0	3	800
136	9	3	21	600
136	8	0	19	200
136	6	16	9	800
136	6	5	2	600
136	5	7	1	200
136	9	6	22	400
136	29	18	6	800
136	28	15	13	400
136	4	6	0	400
137	6	18	24	800
137	2	3	18	600
137	2	18	5	800
137	5	9	25	800
137	13	12	8	600
137	8	23	25	200
138	5	4	8	600
138	3	7	0	200
138	12	14	13	200
138	6	14	3	600
139	41	23	9	400
139	3	7	10	600
140	15	25	18	600
140	8	13	6	800
140	13	8	6	200
140	3	22	20	800
140	11	19	2	200
140	10	15	21	600
141	43	16	25	800
141	1	2	12	400
141	12	24	4	400
141	7	13	8	600
141	3	17	1	400
141	39	12	23	600
142	16	3	15	800
142	4	11	8	200
142	39	0	7	400
142	7	22	17	600
142	2	17	25	600
142	4	20	9	400
143	11	13	4	600
144	2	3	18	800
144	11	17	19	800
144	8	19	20	200
144	12	17	1	600
144	10	6	10	400
144	11	19	15	200
144	26	13	5	800
144	12	20	7	800
145	47	23	20	200
145	1	11	2	600
145	8	5	25	200
145	3	18	6	200
145	22	4	12	400
145	30	21	17	200
145	7	25	18	200
145	26	21	19	600
145	36	16	25	600
145	54	1	20	400
145	1	14	0	200
145	17	23	7	200
145	4	1	0	800
145	8	10	6	400
145	6	15	6	400
146	15	17	10	800
146	4	18	16	400
146	6	14	1	400
146	6	11	2	200
146	1	3	21	400
146	19	12	7	800
146	12	7	21	600
146	28	15	16	600
147	18	0	8	200
147	14	3	19	600
147	7	13	3	200
147	21	12	13	400
147	8	4	15	200
147	19	17	11	600
147	31	5	1	800
147	6	19	24	200
147	1	3	7	400
147	9	10	4	200
147	7	19	16	400
147	15	24	2	200
147	7	19	15	600
147	50	12	7	800
147	1	6	13	800
147	4	7	11	400
148	1	25	18	400
148	7	11	13	200
148	2	17	11	600
148	1	5	12	400
148	6	8	1	200
148	8	24	6	600
148	4	10	1	800
148	3	11	4	800
148	1	14	8	200
148	19	7	16	400
148	24	5	17	800
148	4	25	18	400
148	18	25	12	800
149	34	1	15	400
149	15	8	17	800
149	3	15	25	600
149	2	4	15	200
149	9	7	21	800
150	15	19	9	800
150	9	5	14	400
150	82	14	15	600
150	6	7	18	800
150	9	18	9	800
150	27	17	9	600
150	30	1	5	200
150	19	3	5	600
151	26	23	17	600
151	7	21	15	600
151	22	9	24	800
151	9	23	10	200
151	30	12	11	400
151	12	3	12	200
151	10	16	24	400
151	19	14	7	600
151	8	16	15	200
151	10	20	18	600
151	3	19	1	800
151	2	7	16	200
151	31	18	0	800
152	1	11	21	600
152	3	14	10	200
152	13	25	1	600
152	10	2	5	800
152	4	25	17	400
153	9	13	20	200
153	18	22	13	600
153	12	13	14	800
153	13	7	19	600
153	19	23	6	400
153	14	20	4	600
153	27	23	21	200
154	1	19	23	800
154	21	15	25	400
154	2	14	15	600
155	11	14	17	400
155	6	17	15	600
155	11	18	9	400
155	1	19	16	200
156	9	10	23	600
157	1	15	21	400
157	9	13	6	200
157	11	12	3	600
157	19	18	15	600
157	1	7	21	400
157	21	12	0	200
157	3	10	24	200
157	17	13	2	200
157	9	1	18	400
157	12	7	12	200
157	1	10	17	200
157	3	7	12	800
157	4	20	3	600
158	1	22	21	400
158	16	21	14	400
158	4	7	10	800
158	4	21	2	600
158	12	13	8	600
158	2	25	15	400
159	6	9	0	800
159	6	13	3	200
159	2	8	2	200
159	5	17	23	400
159	12	12	7	600
159	19	22	3	400
159	8	11	17	600
159	50	10	22	800
159	10	19	25	400
159	11	11	21	400
159	5	0	11	600
159	3	1	11	800
159	2	12	11	800
160	1	13	8	400
160	24	16	3	800
160	11	18	9	600
161	5	17	20	400
161	6	10	12	800
162	8	5	0	800
162	7	10	4	600
162	1	4	15	600
163	7	5	6	600
163	29	14	19	600
163	13	8	18	600
163	7	9	7	600
163	2	17	9	800
164	12	18	20	600
164	23	15	19	200
164	3	7	11	200
164	26	18	22	400
164	9	19	15	400
164	6	8	0	800
164	15	11	15	600
164	5	10	14	400
164	5	13	3	800
164	18	15	16	600
165	12	17	11	800
165	15	17	2	400
165	15	9	6	600
165	4	3	0	400
165	7	23	12	600
165	6	24	25	400
165	4	7	25	600
166	3	10	18	600
166	18	24	20	400
166	4	1	16	200
166	8	23	6	400
166	8	14	25	600
166	3	20	18	800
166	3	5	23	200
167	6	9	13	200
167	20	10	21	400
167	12	4	6	800
167	3	7	9	400
167	2	1	6	600
167	2	15	16	200
167	9	16	3	400
167	10	0	17	600
167	22	14	18	600
167	4	5	2	400
167	2	14	11	600
167	22	1	12	600
167	2	2	25	600
167	34	13	3	800
168	15	24	0	200
168	48	24	0	400
169	26	20	3	400
169	18	1	14	800
169	19	12	18	200
169	19	10	13	600
169	9	13	9	800
169	1	3	12	600
169	22	2	20	800
169	1	25	16	400
169	2	13	16	400
170	12	4	21	800
170	26	10	4	800
170	3	13	9	800
170	2	8	3	600
170	18	24	3	200
170	7	7	16	600
170	1	11	12	600
170	7	24	3	800
170	5	22	15	400
170	4	15	23	200
170	11	16	8	200
171	2	8	15	400
171	9	22	19	200
171	8	23	3	600
171	26	3	13	800
171	15	3	5	400
171	10	17	25	400
171	9	22	1	800
171	5	16	12	200
171	1	12	8	800
171	1	14	7	600
172	4	25	10	200
172	4	17	0	200
172	14	17	11	800
172	25	19	20	600
172	2	12	25	600
172	47	7	11	400
173	2	24	20	600
173	15	6	1	600
173	6	20	18	400
173	7	20	4	200
173	4	20	10	400
173	2	13	15	800
173	7	12	17	400
173	22	20	15	200
173	20	0	10	600
174	8	4	18	200
174	8	19	17	200
174	2	24	18	800
175	10	15	8	800
175	4	17	1	400
175	16	8	10	800
175	26	24	10	600
175	2	6	20	200
175	5	7	18	400
176	14	22	2	800
176	4	5	25	200
176	18	17	21	600
176	12	22	8	600
176	6	20	23	400
176	10	15	16	600
177	4	2	20	400
177	11	9	15	200
177	7	24	22	400
177	21	20	4	400
178	15	22	25	800
178	6	19	2	200
179	3	6	12	800
179	2	15	24	800
179	20	20	16	800
179	3	25	22	800
179	3	19	4	800
179	10	12	22	600
179	7	16	14	600
179	3	0	13	400
179	12	17	8	200
180	20	7	11	200
180	35	19	9	200
180	10	8	19	800
180	8	6	4	200
180	9	7	21	600
181	2	25	9	600
181	2	1	7	400
181	11	15	12	600
181	16	6	9	600
181	5	1	4	800
181	2	12	2	800
181	15	14	20	600
181	3	0	10	400
181	7	16	18	800
181	3	5	1	600
182	7	23	15	200
182	3	6	15	400
182	6	17	24	600
182	1	18	3	800
182	16	25	1	400
182	4	3	23	800
183	7	5	21	600
183	8	15	25	800
183	1	21	24	200
183	2	15	23	600
183	5	10	1	400
183	11	5	23	800
183	4	25	18	400
183	1	18	9	200
183	9	6	22	600
183	3	4	24	400
183	30	11	2	600
183	16	6	1	800
183	18	20	18	400
183	1	17	10	800
184	4	0	10	400
184	19	2	4	400
184	27	15	21	200
184	5	24	9	800
184	14	5	4	400
184	3	0	21	200
184	1	10	17	600
184	3	22	11	200
184	8	17	2	800
184	27	14	18	200
184	15	18	3	800
184	4	11	17	400
184	7	10	20	200
184	8	10	18	400
185	16	3	15	400
185	66	6	5	600
185	1	17	13	600
185	18	6	25	200
185	19	20	25	600
185	5	18	20	400
186	3	12	23	800
186	14	21	12	600
187	2	11	3	200
187	4	8	5	600
187	10	6	13	600
187	36	2	20	200
187	7	25	11	600
187	2	18	1	400
187	13	1	7	400
187	17	8	2	600
188	1	9	12	600
188	8	3	6	200
188	6	21	25	600
188	5	3	22	800
188	1	15	23	200
189	3	8	1	400
189	1	0	5	400
189	23	21	23	200
189	7	13	1	400
189	2	23	22	600
189	8	21	2	200
189	2	6	4	400
190	6	8	18	400
191	13	3	19	200
191	14	10	15	600
191	24	8	10	800
191	4	3	11	200
191	21	8	13	800
191	3	8	14	400
191	8	16	10	200
191	11	12	0	400
191	8	20	16	600
191	2	1	3	400
191	9	16	7	200
191	45	10	7	800
191	2	10	17	600
192	9	16	14	400
192	7	18	19	600
192	4	13	22	800
192	16	16	5	200
192	12	17	24	200
192	11	17	23	200
192	25	20	22	200
192	11	14	4	800
192	12	9	16	800
192	9	6	9	200
192	29	8	19	600
192	4	11	20	200
192	9	11	18	800
192	10	5	6	600
193	8	12	13	200
193	7	2	22	600
193	9	23	2	400
193	10	2	10	800
193	9	20	4	800
194	1	4	0	800
194	11	13	6	200
194	2	11	12	800
194	4	24	2	600
195	8	5	4	400
196	19	13	5	200
196	25	21	17	600
197	22	23	2	800
197	1	7	4	800
197	3	21	6	200
197	18	0	20	400
197	16	17	6	600
197	4	24	10	600
197	7	2	8	200
197	9	6	2	600
198	10	16	10	400
198	1	9	23	200
198	2	19	16	600
198	3	16	22	800
198	5	18	17	600
198	12	14	18	400
198	14	18	21	400
199	20	9	0	800
200	5	18	1	200
200	20	17	8	400
200	3	15	18	200
200	1	14	8	200
200	2	16	24	400
200	1	23	19	200
200	26	15	0	400
200	12	9	16	400
201	1	17	16	400
201	14	18	11	200
201	7	22	24	800
201	5	15	18	400
201	3	15	10	800
201	13	1	18	200
201	2	3	23	200
201	11	0	10	200
201	1	15	11	400
201	19	14	16	800
201	8	1	14	200
201	6	22	15	200
202	14	8	6	400
202	3	1	23	800
202	5	6	0	200
202	15	19	9	800
202	10	1	16	600
202	3	3	16	200
203	12	20	23	400
203	37	11	0	600
203	1	23	25	600
203	20	20	3	800
203	1	2	10	600
203	14	18	7	200
203	11	1	14	200
203	1	10	1	800
203	1	0	14	400
204	4	9	16	400
204	3	24	18	200
204	14	23	18	200
205	2	8	13	200
205	3	22	7	800
205	7	20	24	200
205	9	9	8	400
205	5	13	21	600
205	32	4	14	600
206	4	0	6	200
206	10	13	2	200
206	4	17	22	400
206	9	15	10	400
206	12	20	12	800
206	5	14	11	600
206	8	18	22	400
207	13	11	13	400
207	1	0	2	800
207	10	16	18	200
207	1	4	21	400
207	7	5	8	800
208	10	10	20	800
208	11	25	3	800
208	7	6	0	800
208	1	18	11	800
208	12	5	2	200
208	7	14	4	400
208	4	8	5	600
208	35	17	3	400
208	5	24	3	600
209	6	1	3	600
209	11	6	4	600
209	17	15	25	800
209	5	10	4	800
209	5	12	17	400
210	4	6	20	800
210	1	4	8	800
210	20	5	20	400
210	16	25	3	400
210	3	8	19	400
210	6	10	12	600
210	18	1	6	600
210	8	21	5	600
210	11	22	8	400
210	7	18	22	600
211	2	25	6	800
211	1	20	19	400
211	6	5	3	600
211	12	13	6	600
211	11	13	11	600
211	3	6	12	600
211	9	14	18	600
211	5	19	3	400
211	8	23	14	400
211	1	12	20	400
212	7	4	3	400
212	7	7	4	600
212	9	4	18	800
212	2	15	7	600
212	16	7	13	600
212	5	1	17	800
212	13	23	5	800
212	15	7	16	200
213	44	5	4	600
213	13	21	6	600
213	9	25	7	400
213	30	2	19	200
213	7	21	5	800
213	3	24	11	200
214	3	8	19	600
214	35	15	8	600
214	8	5	8	400
214	3	6	12	800
215	4	14	1	400
215	2	14	18	600
